,DBNOs,assists,boosts,damageDealt,deathType,headshotKills,heals,killPlace,killPoints,killPointsDelta,killStreaks,kills,lastKillPoints,lastWinPoints,longestKill,mostDamage,name,playerId,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,timeSurvived,vehicleDestroys,walkDistance,weaponsAcquired,winPlace,winPoints,winPointsDelta,matchDuration,matchID,matchType,groupId,numGroups,maxPlace,winPlacePerc
0,1,0,3,115.357849,byplayer,0,2,25,0,0,1,1,0,0,289.845581,0,OMGlionkk,account.1ca6d0bfc76f483db19f951279ae6a6a,0,0,1787.22473,0,0,0,1131.726,0,1915.37561,5,7,0,0,1738,2cc5042c-8afc-4280-b683-3d3677517ac3,match,ba1484cc-c2a3-4524-aee6-aee40f0f41f7,16,16,0.5625
0,2,2,3,238.451447,byplayer,0,1,12,0,0,1,2,0,0,51.38876,0,OMGxiaohaixxxx,account.5ec1dbb096e849548c65085efc5cc3c7,0,0,1875.48315,0,0,0,1131.73,1,2515.89429,3,7,0,0,1738,2cc5042c-8afc-4280-b683-3d3677517ac3,match,ba1484cc-c2a3-4524-aee6-aee40f0f41f7,16,16,0.5625
0,1,0,0,247.4375,byplayer,1,0,11,0,0,2,2,0,0,19.1041012,0,LGE_AhaNg-_-,account.b28fed9c8c444687a7a798d0d45c2faa,0,0,1669.93115,0,0,0,1149.708,0,1149.94678,6,6,0,0,1738,2cc5042c-8afc-4280-b683-3d3677517ac3,match,c2c3f07e-0a1f-45dc-940a-a0530c1254fd,16,16,0.625
0,0,0,0,0.0,byplayer,0,1,53,0,0,0,0,0,0,0.0,0,LGE_DieYi,account.dd9a72d7dc7a4e27b752a6025a834f88,0,0,2197.14551,0,0,0,969.698,0,773.7488,5,6,0,0,1738,2cc5042c-8afc-4280-b683-3d3677517ac3,match,c2c3f07e-0a1f-45dc-940a-a0530c1254fd,16,16,0.625
0,0,0,0,0.0,byplayer,0,0,52,0,0,0,0,0,0,0.0,0,LGE_Timon,account.9544be8362204056ab37ad71e029f3bc,0,0,1597.25452,0,0,0,1006.229,0,1047.00037,4,6,0,0,1738,2cc5042c-8afc-4280-b683-3d3677517ac3,match,c2c3f07e-0a1f-45dc-940a-a0530c1254fd,16,16,0.625
0,2,0,5,410.743347,byplayer,0,0,51,0,0,0,0,0,0,0.0,0,LGE_Sanjiu-_-,account.5627e8f296df45a990f54f21fae7a029,0,0,1224.92175,0,0,0,1128.356,0,1116.63855,5,6,0,0,1738,2cc5042c-8afc-4280-b683-3d3677517ac3,match,c2c3f07e-0a1f-45dc-940a-a0530c1254fd,16,16,0.625
0,0,0,0,0.0,byplayer,0,0,77,0,0,0,0,0,0,0.0,0,FTD-Leyii,account.f2aaf510a103404d983595894150dd38,0,0,0,0,0,0,135.069,0,18.9917145,2,16,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,755ad0fe-94c8-40f3-97e8-0c95d2f643d2,16,16,0.0
0,1,0,0,119.35,byplayer,0,0,29,0,0,1,1,0,0,19.445879,0,FTD-Lph,account.8c97b1dd6fed44d7862f44e5f31fa877,0,0,0,0,0,0,176.917,0,164.9731,1,16,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,755ad0fe-94c8-40f3-97e8-0c95d2f643d2,16,16,0.0
0,0,0,0,0.0,byplayer,0,0,76,0,0,0,0,0,0,0.0,0,FTD-Loong,account.b3104cfa791c42cc8c44e04e0e1fca63,0,0,316.147461,0,0,0,141.205,0,14.0307255,1,16,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,755ad0fe-94c8-40f3-97e8-0c95d2f643d2,16,16,0.0
0,0,0,0,0.0,byplayer,0,0,75,0,0,0,0,0,0,0.0,0,FTD-Haonan,account.ae13d52c4133455e87960a847ffa6b57,0,0,0,0,0,0,176.914,0,266.148651,1,16,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,755ad0fe-94c8-40f3-97e8-0c95d2f643d2,16,16,0.0
0,0,0,1,0.0,byplayer,0,0,68,0,0,0,0,0,0,0.0,0,VTOP-Soldier,account.2705e0182f3642868df57ac2f596f8eb,0,0,3208.79565,0,0,0,736.902,0,1360.20215,5,14,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,4577393e-da3d-490a-9685-bdb19b32d6d4,16,16,0.125
0,0,0,1,0.0,byplayer,0,0,69,0,0,0,0,0,0,0.0,0,VTOP-ALONEKK,account.99d2b22c3c624db7a636a155c2217598,0,0,3688.40771,0,0,0,725.016,0,787.985,4,14,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,4577393e-da3d-490a-9685-bdb19b32d6d4,16,16,0.125
0,2,0,6,221.232925,byplayer,0,2,15,0,0,1,2,0,0,112.238083,0,VTOP-world_,account.856d9c4a8c394284bfe037c6507e0edc,0,0,4827.877,0,0,0,917.499,0,1139.31628,5,14,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,4577393e-da3d-490a-9685-bdb19b32d6d4,16,16,0.125
0,0,0,1,0.0,byplayer,0,0,70,0,0,0,0,0,0,0.0,0,VTOP-zHAnBo,account.8f5e022322784be79a44d86b57beed12,0,0,3721.89746,0,0,0,680.236,0,894.0172,4,14,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,4577393e-da3d-490a-9685-bdb19b32d6d4,16,16,0.125
0,2,1,2,447.7394,byplayer,0,2,23,0,0,1,1,0,0,46.53427,0,Nw_Txxx,account.da84f2cdfbb24a7aa7e1f96fb1132300,0,0,151.99852,0,0,0,1354.589,0,2375.9585,4,7,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,974299e9-3797-440d-9353-b10ad853923d,16,16,0.5625
0,0,0,0,0.0,byplayer,0,0,50,0,0,0,0,0,0,0.0,0,Nw_xkbb,account.1748698192f947e5b79d0f4595af7378,0,0,0,0,0,0,376.359,0,112.287445,7,7,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,974299e9-3797-440d-9353-b10ad853923d,16,16,0.5625
0,0,0,0,21.9886322,byplayer,0,0,51,0,0,0,0,0,0,0.0,0,Nw_Lzy,account.e5ef90b385884faa9273941fdc3529e4,0,0,0,0,0,0,225.638,0,124.574524,3,7,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,974299e9-3797-440d-9353-b10ad853923d,16,16,0.5625
0,2,1,4,353.442383,byplayer,0,3,24,0,0,1,1,0,0,92.9930649,0,Nw_Avalon,account.f45003d64b2b438ab1d605933d54a9c3,0,0,0,0,0,0,1219.993,0,1741.26453,5,7,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,974299e9-3797-440d-9353-b10ad853923d,16,16,0.5625
0,3,2,3,464.446533,byplayer,0,0,5,0,0,2,4,0,0,181.002014,0,KG_970,account.03a85ec0dd8145e79f70f058f9adcdc3,0,0,252.733673,0,0,0,947.458,1,2685.172,6,13,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,d4734b60-1e6c-4c67-af6b-44a922e1c600,16,16,0.1875
0,6,1,2,577.8811,byplayer,2,1,1,0,0,2,6,0,0,118.23056,0,KG_yyangkkk,account.128ed8ae779748af98cfb42422ebe6d7,0,0,0,0,0,0,896.042,0,2563.01929,4,13,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,d4734b60-1e6c-4c67-af6b-44a922e1c600,16,16,0.1875
0,0,0,0,0.0,byplayer,0,0,67,0,0,0,0,0,0,0.0,0,KG_ZGG01,account.bfa90961772c49afb4348a58a46e0e4b,0,0,0,0,0,0,123.116,0,20.128809,1,13,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,d4734b60-1e6c-4c67-af6b-44a922e1c600,16,16,0.1875
0,1,0,2,302.9068,byplayer,0,0,14,0,0,2,2,0,0,19.3589115,0,KG_r29,account.20cdf87a4d6b4535b9440193b063b1d9,0,0,423.558136,0,0,0,858.312,0,2470.24756,5,13,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,d4734b60-1e6c-4c67-af6b-44a922e1c600,16,16,0.1875
0,0,1,1,74.98824,byplayer,0,0,57,0,0,0,0,0,0,0.0,0,17_yyxovo,account.d178317012fe4568abf51faafd673c93,0,0,1794.135,0,0,0,792.659,0,1364.40186,6,9,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,70887946-cabc-4fac-901c-022215cc1b2a,16,16,0.4375
0,0,0,1,0.0,byplayer,0,1,25,0,0,1,1,0,0,213.685455,0,17_shox,account.5f54a659dd4644f497c309b38b5b67ea,0,0,2482.41431,0,0,0,1236.54,0,1481.26074,8,9,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,70887946-cabc-4fac-901c-022215cc1b2a,16,16,0.4375
0,1,0,3,25.0117569,byplayer,0,0,26,0,0,1,1,0,0,249.146622,0,17_MonkeyKing,account.de91250b8e8e45d8bd320d7c653224e5,0,0,1451.33643,0,0,0,856.395,0,1561.793,5,9,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,70887946-cabc-4fac-901c-022215cc1b2a,16,16,0.4375
0,0,0,3,0.0,byplayer,0,2,56,0,0,0,0,0,0,0.0,0,17_shou,account.6258c4a6d78643ce9edf1d552db1994a,0,0,3970.51123,0,0,0,841.988,0,1064.64526,4,9,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,70887946-cabc-4fac-901c-022215cc1b2a,16,16,0.4375
0,2,0,3,200.000015,byplayer,0,2,13,0,0,1,2,0,0,44.65422,0,FPX_MisakaOvO,account.781fd0530c6a4c20a2d25a492b97528c,0,0,1756.34924,0,0,0,1010.506,0,2255.488,3,11,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,364a9176-1a11-4997-b0dc-e711691b11ff,16,16,0.3125
0,0,0,1,374.3553,byplayer,0,1,62,0,0,0,0,0,0,0.0,0,FPX_by,account.f1ebe488d8844f43969c69849583cd65,0,0,403.5368,0,0,0,1086.148,0,2231.8042,5,11,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,364a9176-1a11-4997-b0dc-e711691b11ff,16,16,0.3125
0,1,0,0,30.0490761,byplayer,1,0,27,0,0,1,1,0,0,158.943176,0,FPX_x1aoTu,account.dadb2be212084d288289f08a850a4d05,0,0,688.8807,0,0,0,975.847,0,1949.2594,4,11,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,364a9176-1a11-4997-b0dc-e711691b11ff,16,16,0.3125
0,0,0,0,87.91868,byplayer,0,0,63,0,0,0,0,0,0,0.0,0,FPX_RyaNNNNNNiKo,account.61fb5d4f1a644564be6df30e739e1be7,0,0,2441.67163,0,0,0,873.02,0,1878.87732,4,11,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,364a9176-1a11-4997-b0dc-e711691b11ff,16,16,0.3125
0,0,0,4,26.2744923,byplayer,0,1,47,0,0,0,0,0,0,0.0,0,Vc-Tide,account.0aeb4138b836480399b303a2f3ba724b,0,1,1058.19373,0,0,0,941.036,0,1908.31763,4,6,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,4290d912-6a0e-4e02-8c3d-126196b86a65,16,16,0.625
0,0,0,1,42.9050446,byplayer,0,0,48,0,0,0,0,0,0,0.0,0,Vc-TKzhun,account.5f876572642d40edb7b4a77bbdac0d37,0,0,4999.73145,0,0,0,865.619,0,1079.34558,5,6,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,4290d912-6a0e-4e02-8c3d-126196b86a65,16,16,0.625
0,1,0,6,100.0,byplayer,0,2,22,0,0,1,1,0,0,11.4430971,0,Vc-DouM,account.e65ee81611d944fca925301ab347f7da,0,0,5236.0293,0,0,0,1420.337,0,1987.79138,8,6,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,4290d912-6a0e-4e02-8c3d-126196b86a65,16,16,0.625
0,0,0,1,0.0,byplayer,0,2,49,0,0,0,0,0,0,0.0,0,Vc-Summer,account.738e200bc35f4e4d9f92675912a550bc,0,0,2714.29321,0,0,0,600.427,0,1141.21851,9,6,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,4290d912-6a0e-4e02-8c3d-126196b86a65,16,16,0.625
0,0,1,4,281.4469,byplayer,0,1,16,0,0,1,1,0,0,466.778076,0,DLG_ALI,account.159b9f6f99bf45b8b239f4742bb45539,0,0,1035.47412,0,0,0,1510.283,0,2878.20459,4,2,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,a9000a21-81d7-46f0-8bad-7ce91a39e1de,16,16,0.875
0,3,2,8,501.863678,byplayer,0,6,2,0,0,2,5,0,0,291.481171,0,DLG_theMu,account.5047b3f78cf84c2fa8ad788343849969,0,0,819.8117,0,0,0,1818.921,0,3189.22949,6,2,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,a9000a21-81d7-46f0-8bad-7ce91a39e1de,16,16,0.875
0,1,1,2,238.7786,byplayer,0,2,17,0,0,1,1,0,0,146.578308,0,DLG_TGtangguo,account.552d6b819e0f4dfaa0b33bd2aa56da3e,0,2,921.3657,0,0,0,1443.441,0,2189.24585,5,2,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,a9000a21-81d7-46f0-8bad-7ce91a39e1de,16,16,0.875
0,1,0,1,20.4255428,byplayer,1,0,18,0,0,1,1,0,0,200.142487,0,DLG_Shmily,account.7aab2f8a9a454358930318e51cc91808,0,0,1714.87207,0,0,0,882.765,0,1534.55371,4,2,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,a9000a21-81d7-46f0-8bad-7ce91a39e1de,16,16,0.875
0,1,0,3,232.782,byplayer,0,1,43,0,0,0,0,0,0,0.0,0,PRW_WA1J1,account.60ddc0da764c4a4f95be4211b2f53beb,0,0,877.0786,0,0,0,1658.391,0,2244.44971,10,1,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,a002ef31-e9cf-4448-9878-026610e93f47,16,16,0.9375
0,0,0,0,0.0,byplayer,0,0,44,0,0,0,0,0,0,0.0,0,PRW_Return7777,account.f9dc6b6f31424d0983a812b2a62d1bcb,0,0,1044.42517,0,0,0,1252.253,0,2437.874,6,1,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,a002ef31-e9cf-4448-9878-026610e93f47,16,16,0.9375
0,0,2,6,173.023666,alive,0,5,10,0,0,1,2,0,0,68.0208,0,PRW_YJW,account.c51e644ffb674a4b8c857278469f0d67,0,1,1984.73157,0,0,0,1818.953,0,2070.25073,4,1,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,a002ef31-e9cf-4448-9878-026610e93f47,16,16,0.9375
0,3,1,2,511.408234,byplayer,1,7,11,0,0,1,2,0,0,146.037,0,PRW_Chefufuu,account.95047219efed4973be723e0af30462f6,0,0,1149.32886,0,0,0,1816.53,0,2739.36377,4,1,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,a002ef31-e9cf-4448-9878-026610e93f47,16,16,0.9375
0,0,0,0,0.0,byplayer,0,0,61,0,0,0,0,0,0,0.0,0,BADecember,account.78931500a6194de8aeba6e6759b99fdd,0,0,0,0,0,0,491.336,0,1063.23425,10,10,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,1c41cf44-25d8-4791-a65e-9bc0d782f88e,16,16,0.375
0,0,0,0,25.8,byplayer,0,0,60,0,0,0,0,0,0,0.0,0,BAkkking,account.6769f83ffd5c40d39512d84ebd42003b,0,0,0,0,0,0,550.239,0,1130.58228,6,10,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,1c41cf44-25d8-4791-a65e-9bc0d782f88e,16,16,0.375
0,0,0,0,0.0,byplayer,0,0,58,0,0,0,0,0,0,0.0,0,BAJoe,account.03b87c179640425d8d55af8525cdd0a8,0,0,0,0,0,0,1143.883,0,2056.19116,3,10,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,1c41cf44-25d8-4791-a65e-9bc0d782f88e,16,16,0.375
0,0,0,1,0.0,byplayer,0,0,59,0,0,0,0,0,0,0.0,0,BAPig,account.4967907516904cee8a89f974e38b373c,0,0,0,0,0,0,1143.876,0,2854.84937,7,10,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,1c41cf44-25d8-4791-a65e-9bc0d782f88e,16,16,0.375
0,0,1,0,81.50116,byplayer,0,0,66,0,0,0,0,0,0,0.0,0,RNG_JiyunX,account.c009a29916534708a9970b9cc733f729,0,0,0,0,0,0,992.728,0,2285.4292,4,12,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,c01dd1db-e8aa-4d93-8ac3-5c68fdf52b4a,16,16,0.25
0,2,1,2,214.395935,byplayer,0,0,64,0,0,0,0,0,0,0.0,0,RNG_shuaishuai,account.d3817e44977245ed96e007069fd26911,0,0,0,0,0,0,992.738,0,2036.9563,4,12,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,c01dd1db-e8aa-4d93-8ac3-5c68fdf52b4a,16,16,0.25
0,0,0,0,108.007912,byplayer,0,0,65,0,0,0,0,0,0,0.0,0,RNG_Emperor,account.aff4bb00f588486b8c66231e891f6a9e,0,0,1923.42029,0,0,0,992.734,0,1210.64258,4,12,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,c01dd1db-e8aa-4d93-8ac3-5c68fdf52b4a,16,16,0.25
0,0,0,1,71.0,byplayer,1,0,28,0,0,1,1,0,0,164.370911,0,RNG_XDD_,account.80245a4479cc44cdab8796e4f4d3561e,0,1,1409.778,0,0,0,990.521,0,2253.66431,3,12,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,c01dd1db-e8aa-4d93-8ac3-5c68fdf52b4a,16,16,0.25
0,0,0,1,0.0,byplayer,0,0,46,0,0,0,0,0,0,0.0,0,XQ_Yuren,account.d078060628244a5894d88028796649a0,0,0,5314.409,0,0,0,653.38,0,314.11554,4,5,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,3c7f0656-3fd3-4e9c-8fe5-18ee1266ef3f,16,16,0.6875
0,2,1,3,154.1622,byplayer,0,4,21,0,0,1,1,0,0,78.95191,0,XQ_XiamuZZ,account.39e7fd81498542bf862f46c431c70478,0,0,7761.90771,0,0,0,1420.952,0,1079.17786,9,5,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,3c7f0656-3fd3-4e9c-8fe5-18ee1266ef3f,16,16,0.6875
0,0,0,2,259.5251,byplayer,0,0,45,0,0,0,0,0,0,0.0,0,XQ_CobraDD,account.e675e93c6a934fe0803f1569b2fe72b5,0,0,7288.732,0,0,0,1423.508,0,1346.24963,6,5,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,3c7f0656-3fd3-4e9c-8fe5-18ee1266ef3f,16,16,0.6875
0,2,1,3,196.854431,byplayer,0,1,12,0,0,1,2,0,0,86.95414,0,XQ_XiaoDu,account.ad5a18b10f7c404b9cd2355c58bfd7e6,0,0,9321.27,0,0,0,1456.457,1,1170.84607,4,5,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,3c7f0656-3fd3-4e9c-8fe5-18ee1266ef3f,16,16,0.6875
0,0,0,0,0.0,byplayer,0,0,71,0,0,0,0,0,0,0.0,0,LGE_Timon,account.9544be8362204056ab37ad71e029f3bc,0,0,2854.71338,0,0,0,514.957,0,410.115143,4,15,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,2a6bef06-dce1-4230-b3be-281422cf42f7,16,16,0.0625
0,0,0,0,0.0,byplayer,0,0,74,0,0,0,0,0,0,0.0,0,LGE_Sanjiu-_-,account.5627e8f296df45a990f54f21fae7a029,0,0,1079.343,0,0,0,426.616,0,354.754272,6,15,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,2a6bef06-dce1-4230-b3be-281422cf42f7,16,16,0.0625
0,0,0,0,0.0,byplayer,0,0,72,0,0,0,0,0,0,0.0,0,LGE_DieYi,account.dd9a72d7dc7a4e27b752a6025a834f88,0,0,1269.426,0,0,0,443.64,0,393.39032,7,15,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,2a6bef06-dce1-4230-b3be-281422cf42f7,16,16,0.0625
0,0,0,0,0.0,byplayer,0,0,73,0,0,0,0,0,0,0.0,0,LGE_AhaNg-_-,account.b28fed9c8c444687a7a798d0d45c2faa,0,0,817.013062,0,0,0,442.358,0,604.911133,4,15,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,2a6bef06-dce1-4230-b3be-281422cf42f7,16,16,0.0625
0,2,1,7,306.647949,byplayer,1,1,6,0,0,3,3,0,0,109.051559,0,OMGClouds,account.17681fa139564aa395abdadc42a69e6f,0,1,0,0,0,0,1694.074,0,2540.451,6,3,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,e79b293a-ba7b-4c32-84ea-fb6b23efc01b,16,16,0.8125
0,5,1,8,670.8619,byplayer,1,3,3,0,0,1,4,0,0,147.928513,0,OMGsilentBT,account.f72b10692cff4e0d8f4bb0a1b3060a00,0,1,0,0,0,0,1695.516,0,2029.05957,5,3,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,e79b293a-ba7b-4c32-84ea-fb6b23efc01b,16,16,0.8125
0,4,1,9,325.265045,byplayer,0,3,7,0,0,2,3,0,0,36.15125,0,OMGlionkk,account.1ca6d0bfc76f483db19f951279ae6a6a,0,0,0,0,0,0,1693.251,0,2303.28931,8,3,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,e79b293a-ba7b-4c32-84ea-fb6b23efc01b,16,16,0.8125
0,3,1,1,336.371735,byplayer,0,1,8,0,0,1,3,0,0,79.2289658,0,OMGxiaohaixxxx,account.5ec1dbb096e849548c65085efc5cc3c7,0,1,0,0,0,0,1253.943,0,1604.58313,10,3,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,e79b293a-ba7b-4c32-84ea-fb6b23efc01b,16,16,0.8125
0,3,2,5,504.402,byplayer,2,3,9,0,0,1,3,0,0,211.785339,0,TIA_ZiHao-_-,account.79dc8a0f69924bd19cd7639f4f4f2bde,0,0,5775.038,0,0,0,1603.33,0,2125.16968,9,4,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,e7ff66d8-8d9e-4f38-bbba-04d11325c5f1,16,16,0.75
0,1,1,3,41.2367134,byplayer,0,2,20,0,0,1,1,0,0,234.134262,0,TIA_Blue_Beidi,account.d4388b52801b48e4ab3eaaa4afcf54f1,0,0,5491.873,0,0,0,1603.335,0,3168.26685,6,4,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,e7ff66d8-8d9e-4f38-bbba-04d11325c5f1,16,16,0.75
0,1,1,2,654.871338,byplayer,1,1,4,0,0,1,4,0,0,219.564117,0,TIA_Manguo,account.5f7ec30074cf40ffbde34a2104d28dd6,0,0,7624.482,0,0,0,1603.339,0,2492.97949,6,4,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,e7ff66d8-8d9e-4f38-bbba-04d11325c5f1,16,16,0.75
0,1,3,4,253.8847,byplayer,1,1,19,0,0,1,1,0,0,251.342285,0,TIA_NonGFu3quan,account.2fffeb17aa91418899a5a847dc5acd5e,0,1,5965.87939,0,0,0,1603.342,0,3179.29932,5,4,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,e7ff66d8-8d9e-4f38-bbba-04d11325c5f1,16,16,0.75
0,0,0,4,50.3913727,byplayer,0,2,52,0,0,0,0,0,0,0.0,0,TF_Tys,account.01931423e7ab4ccdbfa5f669dd1ed9ed,0,0,705.2417,0,0,0,1304.766,0,3236.2124,2,8,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,0213bace-42b7-412b-97a4-c3f85b62c4df,16,16,0.5
0,0,0,0,0.0,byplayer,0,0,55,0,0,0,0,0,0,0.0,0,TF_GongMian,account.210b74d6b27443abbb7312c175daab6a,0,1,388.4491,0,0,0,1143.936,0,3734.491,2,8,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,0213bace-42b7-412b-97a4-c3f85b62c4df,16,16,0.5
0,1,1,2,152.5108,byplayer,0,4,53,0,0,0,0,0,0,0.0,0,TF_9FF_,account.df304df7a29d42f38e0aa2f8a64336cf,0,1,680.448364,0,0,0,1289.892,0,2590.59326,7,8,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,0213bace-42b7-412b-97a4-c3f85b62c4df,16,16,0.5
0,0,0,2,87.6391,byplayer,0,0,54,0,0,0,0,0,0,0.0,0,TF_Tiger,account.34aec1ff3daf4a10a647157b7ac84b3b,0,0,833.227966,0,0,0,1216.74,0,2455.86523,8,8,0,0,1818,dd6b8880-776b-41bb-a23c-78c21fa2ff88,match,0213bace-42b7-412b-97a4-c3f85b62c4df,16,16,0.5
0,0,0,1,0.0,byplayer,0,0,49,0,0,0,0,0,0,0.0,0,17_shox,account.5f54a659dd4644f497c309b38b5b67ea,0,0,636.5414,0,0,0,491.38,0,586.679565,5,2,0,0,1717,622bccbc-46b6-4d1b-9cf4-6f2b209c4379,match,6d14103e-c782-4052-8bed-881f85b63b2a,16,16,0.875
0,3,0,3,483.501526,byplayer,1,3,4,0,0,2,3,0,0,270.11972,0,17_MonkeyKing,account.de91250b8e8e45d8bd320d7c653224e5,0,0,1166.59363,0,0,0,1717.923,0,1315.03577,5,2,0,0,1717,622bccbc-46b6-4d1b-9cf4-6f2b209c4379,match,6d14103e-c782-4052-8bed-881f85b63b2a,16,16,0.875
0,2,1,3,547.833069,byplayer,0,3,13,0,0,1,1,0,0,112.666656,0,17_yyxovo,account.d178317012fe4568abf51faafd673c93,0,0,1256.3877,0,0,0,1717.919,0,1965.69629,6,2,0,0,1717,622bccbc-46b6-4d1b-9cf4-6f2b209c4379,match,6d14103e-c782-4052-8bed-881f85b63b2a,16,16,0.875
0,1,2,8,408.8188,byplayer,0,2,48,0,0,0,0,0,0,0.0,0,17_shou,account.6258c4a6d78643ce9edf1d552db1994a,0,1,1536.345,0,0,0,1651.918,0,1984.20825,4,2,0,0,1717,622bccbc-46b6-4d1b-9cf4-6f2b209c4379,match,6d14103e-c782-4052-8bed-881f85b63b2a,16,16,0.875
0,1,1,1,139.085938,suicide,0,5,50,0,0,0,0,0,0,0.0,0,VTOP-ALONEKK,account.99d2b22c3c624db7a636a155c2217598,0,0,270.1953,0,0,1,1297.979,0,2679.08276,5,5,0,0,1717,622bccbc-46b6-4d1b-9cf4-6f2b209c4379,match,a90e9ed3-772b-4a91-ad8f-e0c9a3b09017,16,16,0.6875
0,4,2,4,622.1418,byplayer,0,4,6,0,0,1,3,0,0,179.728333,0,VTOP-world_,account.856d9c4a8c394284bfe037c6507e0edc,0,0,268.19812,0,0,0,1580.041,0,3589.13745,3,5,0,0,1717,622bccbc-46b6-4d1b-9cf4-6f2b209c4379,match,a90e9ed3-772b-4a91-ad8f-e0c9a3b09017,16,16,0.6875
0,0,1,3,298.197449,suicide,1,2,9,0,0,1,2,0,0,178.472122,0,VTOP-zHAnBo,account.8f5e022322784be79a44d86b57beed12,0,0,715.2709,0,0,1,1323.946,0,1772.11011,3,5,0,0,1717,622bccbc-46b6-4d1b-9cf4-6f2b209c4379,match,a90e9ed3-772b-4a91-ad8f-e0c9a3b09017,16,16,0.6875
