DBNOs,assists,boosts,damageDealt,deathType,headshotKills,heals,killPlace,killPoints,killPointsDelta,killStreaks,kills,lastKillPoints,lastWinPoints,longestKill,mostDamage,name,playerId,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,timeSurvived,vehicleDestroys,walkDistance,weaponsAcquired,winPlace,winPoints,winPointsDelta,matchDuration,matchID,matchType,groupId,numGroups,maxPlace,winPlacePerc
1,1,3,295.3175,alive,0,5,3,0,0,1,3,0,0,168.450043,0,Weibo-RunningOvO,account.382ec248fba34b4097b95db28f1d6244,0,1,3991.232,0,0.0,0,1681.132,0,3249.6638199999998,6,1,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,353fcf77-9542-42e1-b7bb-ea25e63679bf,16,16,0.9375
2,0,5,232.69162000000003,alive,0,7,15,0,0,1,1,0,0,88.719635,0,Weibo-Spa103,account.90e36b75d6cc409dac675774e9fe3cf6,0,2,2399.134,0,0.0,0,1681.132,0,2597.94775,4,1,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,353fcf77-9542-42e1-b7bb-ea25e63679bf,16,16,0.9375
0,0,2,85.25999449999999,byplayer,0,1,65,0,0,0,0,0,0,0.0,0,Vc-Tide,account.0aeb4138b836480399b303a2f3ba724b,0,0,267.4568,0,0.0,0,570.045,0,1664.0810000000001,6,13,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,8a0ed8e6-2eeb-4246-9149-49419648fd65,16,16,0.1875
0,0,4,97.14319609999998,byplayer,0,0,29,0,0,1,1,0,0,21.9188652,0,Vc-DouM,account.e65ee81611d944fca925301ab347f7da,0,0,1138.61865,0,0.0,0,1031.777,0,1042.43323,4,13,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,8a0ed8e6-2eeb-4246-9149-49419648fd65,16,16,0.1875
2,0,0,162.636856,suicide,0,0,30,0,0,1,1,0,0,18.8545952,0,Vc-TKzhun,account.5f876572642d40edb7b4a77bbdac0d37,0,0,688.2498,0,0.0,1,617.33,0,1161.0289300000002,5,13,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,8a0ed8e6-2eeb-4246-9149-49419648fd65,16,16,0.1875
0,0,0,0.0,byplayer,0,0,64,0,0,0,0,0,0,0.0,0,Vc-Summer,account.738e200bc35f4e4d9f92675912a550bc,0,0,1631.38245,0,0.0,0,601.639,0,1096.7495099999999,6,13,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,8a0ed8e6-2eeb-4246-9149-49419648fd65,16,16,0.1875
0,0,5,213.89907799999997,byplayer,0,2,55,0,0,0,0,0,0,0.0,0,4AMGodv,account.167a662219f54442a330473cb89df681,0,0,1381.4386,0,0.0,0,1056.006,0,2272.49219,6,9,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,fde1eca6-f762-49ea-b687-30e43b17c304,16,16,0.4375
3,0,5,302.295746,byplayer,1,1,13,0,0,1,2,0,0,245.667984,0,4AMLong,account.44fa72c1991f4941800cb21f9225fd38,0,0,599.913452,0,0.0,0,1182.7160000000001,0,2486.4210000000003,6,9,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,fde1eca6-f762-49ea-b687-30e43b17c304,16,16,0.4375
2,2,5,215.972473,byplayer,0,3,12,0,0,1,2,0,0,155.805328,0,4AMGuCun,account.fc7e8e7d35a14b21b3860960e276c119,0,0,2368.27417,0,0.0,0,1202.219,0,1868.95947,8,9,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,fde1eca6-f762-49ea-b687-30e43b17c304,16,16,0.4375
0,1,4,61.36915210000001,byplayer,0,2,54,0,0,0,0,0,0,0.0,0,4AMForever,account.5e0f7e6fc8b94619ac7679fb4f4e419f,0,1,2263.33325,0,0.0,0,1202.225,0,1515.5067099999999,4,9,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,fde1eca6-f762-49ea-b687-30e43b17c304,16,16,0.4375
1,0,5,82.0,byplayer,0,9,23,0,0,1,1,0,0,123.732948,0,PRW_Return7777,account.f9dc6b6f31424d0983a812b2a62d1bcb,0,0,7243.4890000000005,0,0.0,0,1282.317,0,1403.523,6,5,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,69e056aa-f7e1-43ee-ba4c-85c0adac2930,16,16,0.6875
1,0,8,77.62864,byplayer,0,12,21,0,0,1,1,0,0,106.203049,0,PRW_WA1J1,account.60ddc0da764c4a4f95be4211b2f53beb,0,0,7709.60547,0,0.0,0,1423.405,0,1125.464,6,5,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,69e056aa-f7e1-43ee-ba4c-85c0adac2930,16,16,0.6875
0,0,0,23.0093422,byplayer,0,0,46,0,0,0,0,0,0,0.0,0,PRW_YJW,account.c51e644ffb674a4b8c857278469f0d67,0,0,2959.4663100000002,0,0.0,0,505.227,0,302.018738,5,5,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,69e056aa-f7e1-43ee-ba4c-85c0adac2930,16,16,0.6875
0,0,7,295.441223,byplayer,0,4,22,0,0,1,1,0,0,22.2078171,0,PRW_Chefufuu,account.95047219efed4973be723e0af30462f6,0,0,7752.326,0,0.0,0,1335.595,0,1215.61987,4,5,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,69e056aa-f7e1-43ee-ba4c-85c0adac2930,16,16,0.6875
0,0,2,0.0,byplayer,0,1,66,0,0,0,0,0,0,0.0,0,17_yyxovo,account.d178317012fe4568abf51faafd673c93,0,1,227.029846,0,0.0,0,929.138,0,774.5657,3,14,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,bec1206e-1aff-4db9-b954-e0dba9056e67,16,16,0.125
0,0,0,0.0,suicide,0,0,69,0,0,0,0,0,0,0.0,0,17_MonkeyKing,account.de91250b8e8e45d8bd320d7c653224e5,0,0,0.0,0,0.0,1,907.154,0,859.1643,2,14,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,bec1206e-1aff-4db9-b954-e0dba9056e67,16,16,0.125
0,0,3,0.0,byplayer,0,4,68,0,0,0,0,0,0,0.0,0,17_shox,account.5f54a659dd4644f497c309b38b5b67ea,0,1,306.22287,0,0.0,0,929.125,0,979.2687,3,14,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,bec1206e-1aff-4db9-b954-e0dba9056e67,16,16,0.125
0,0,0,0.0,byplayer,0,0,67,0,0,0,0,0,0,0.0,0,17_shou,account.6258c4a6d78643ce9edf1d552db1994a,0,0,0.7806200390000001,0,0.0,0,929.132,0,538.5185,2,14,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,bec1206e-1aff-4db9-b954-e0dba9056e67,16,16,0.125
0,0,0,0.0,byplayer,0,0,45,0,0,0,0,0,0,0.0,0,Dae_577,account.4de04a8f82164d598ecc73f2019b9a54,0,0,969.5175,0,0.0,0,307.475,0,327.669159,3,4,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,16cdc556-520b-4e01-b885-9ced7e3d3391,16,16,0.75
3,1,1,374.48822,byplayer,1,3,18,0,0,1,1,0,0,476.88199999999995,0,Dae_GanDaoFu7777,account.778334b3890c4eedb6dbb34acaacc6f6,0,0,3369.495,0,0.0,0,1470.476,0,1621.67639,3,4,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,16cdc556-520b-4e01-b885-9ced7e3d3391,16,16,0.75
1,0,2,130.209991,byplayer,0,5,20,0,0,1,1,0,0,50.47421,0,Dae_HaShen,account.c2b648c0824f48cb8e6f0e79b4832f1f,0,0,1534.8291,0,0.0,0,618.521,0,1014.0119599999999,3,4,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,16cdc556-520b-4e01-b885-9ced7e3d3391,16,16,0.75
1,0,2,259.358215,byplayer,1,2,19,0,0,1,1,0,0,21.88196,0,Dae_SmaIIccc,account.614fdabdfda44a878ce014276300db95,0,0,3674.1428200000005,0,0.0,0,1380.7020000000002,0,1378.818,4,4,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,16cdc556-520b-4e01-b885-9ced7e3d3391,16,16,0.75
2,0,7,210.161087,byplayer,0,1,25,0,0,1,1,0,0,26.4980316,0,BADecember,account.78931500a6194de8aeba6e6759b99fdd,0,0,5832.1990000000005,0,0.0,0,1116.145,0,1650.112,5,8,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,d4f18992-7115-4b6d-8060-204bcc9aa0b5,16,16,0.5
1,1,4,112.712547,byplayer,0,3,53,0,0,0,0,0,0,0.0,0,BAJoe,account.03b87c179640425d8d55af8525cdd0a8,0,0,4969.177729999999,0,0.0,0,1120.471,0,2089.57227,7,8,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,d4f18992-7115-4b6d-8060-204bcc9aa0b5,16,16,0.5
1,0,5,302.9364,byplayer,0,6,26,0,0,1,1,0,0,128.849625,0,BAkkking,account.6769f83ffd5c40d39512d84ebd42003b,0,0,6067.929,0,0.0,0,1049.562,0,1701.8551,4,8,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,d4f18992-7115-4b6d-8060-204bcc9aa0b5,16,16,0.5
3,0,8,234.53652999999997,byplayer,0,6,7,0,0,1,3,0,0,146.5668,0,BAPig,account.4967907516904cee8a89f974e38b373c,0,0,5759.8374,0,0.0,0,1222.492,0,1700.0620000000001,3,8,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,d4f18992-7115-4b6d-8060-204bcc9aa0b5,16,16,0.5
0,0,0,0.0,byplayer,0,0,49,0,0,0,0,0,0,0.0,0,LGE_DieYi,account.dd9a72d7dc7a4e27b752a6025a834f88,0,0,3404.06226,0,0.0,0,595.815,0,689.8588,3,6,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,b4d1258f-a2a3-4229-89a7-f6d78d27da28,16,16,0.625
0,0,0,0.0,byplayer,0,0,48,0,0,0,0,0,0,0.0,0,LGE_Timon,account.9544be8362204056ab37ad71e029f3bc,0,0,2998.80664,0,0.0,0,636.62,0,1069.86572,3,6,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,b4d1258f-a2a3-4229-89a7-f6d78d27da28,16,16,0.625
2,0,6,75.01380999999999,byplayer,0,2,6,0,0,2,3,0,0,2.83905029,0,LGE_Sanjiu-_-,account.5627e8f296df45a990f54f21fae7a029,0,0,3573.625,0,0.0,0,1340.335,0,736.4727,6,6,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,b4d1258f-a2a3-4229-89a7-f6d78d27da28,16,16,0.625
0,0,2,0.0,byplayer,0,1,47,0,0,0,0,0,0,0.0,0,LGE_AhaNg-_-,account.b28fed9c8c444687a7a798d0d45c2faa,0,0,2491.74854,0,0.0,0,737.7289999999999,0,1194.32544,4,6,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,b4d1258f-a2a3-4229-89a7-f6d78d27da28,16,16,0.625
5,1,8,970.16,byplayer,0,5,1,0,0,3,6,0,0,347.183075,0,OMGlionkk,account.1ca6d0bfc76f483db19f951279ae6a6a,0,1,736.9525,0,0.0,0,1632.415,0,2438.365,6,3,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,9c9a646c-f518-4b72-a7b3-70fccf7ae36c,16,16,0.8125
1,2,9,200.81776399999998,byplayer,1,3,2,0,0,1,4,0,0,322.64505,0,OMGsilentBT,account.f72b10692cff4e0d8f4bb0a1b3060a00,0,3,1282.1842,0,0.0,0,1561.3,0,2101.22925,3,3,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,9c9a646c-f518-4b72-a7b3-70fccf7ae36c,16,16,0.8125
2,1,6,449.66864000000004,byplayer,2,4,5,0,0,1,3,0,0,200.808167,0,OMGClouds,account.17681fa139564aa395abdadc42a69e6f,0,0,2150.97314,0,0.0,0,1611.4520000000002,0,2435.939,6,3,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,9c9a646c-f518-4b72-a7b3-70fccf7ae36c,16,16,0.8125
2,3,2,527.8777,byplayer,0,2,17,0,0,1,1,0,0,347.352173,0,OMGxiaohaixxxx,account.5ec1dbb096e849548c65085efc5cc3c7,0,0,940.0515,0,0.0,0,1485.4089999999999,0,2248.68066,3,3,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,9c9a646c-f518-4b72-a7b3-70fccf7ae36c,16,16,0.8125
0,0,0,0.0,byplayer,0,0,73,0,0,0,0,0,0,0.0,0,YTG_LibroOvO,account.cc58e07becff4ac193b8b148e83e9bb6,0,0,0.0,0,0.0,0,87.134,0,34.915802,0,15,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,78ac603d-aedd-4093-99eb-9d7fa3756939,16,16,0.0625
0,0,0,0.0,byplayer,0,0,72,0,0,0,0,0,0,0.0,0,YTG_GodXuanOVO,account.788dad7b7b064ec9a22b976703792020,0,0,1319.07373,0,0.0,0,585.1659999999999,0,603.350952,5,15,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,78ac603d-aedd-4093-99eb-9d7fa3756939,16,16,0.0625
0,0,0,78.95308,byplayer,0,2,70,0,0,0,0,0,0,0.0,0,YTG_J1aoyangQAQ,account.5af72f9431bd4c428756bf54c80b1090,0,0,1905.501,0,0.0,0,751.307,0,862.1559,3,15,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,78ac603d-aedd-4093-99eb-9d7fa3756939,16,16,0.0625
1,1,1,123.37186399999999,byplayer,0,0,71,0,0,0,0,0,0,0.0,0,YTG_cbQAQ,account.2c224fd2976641f8bee8fef6c226d0bf,0,0,3029.61157,0,0.0,0,746.3510000000001,0,699.1672,3,15,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,78ac603d-aedd-4093-99eb-9d7fa3756939,16,16,0.0625
1,0,2,230.48124700000002,byplayer,0,1,59,0,0,0,0,0,0,0.0,0,Wz_Arui,account.4f9e3926fd5c42c8af85c4cdd37a4ea2,0,1,5260.01172,0,0.0,0,1141.481,0,906.8168,3,11,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,19833085-0518-44f1-ad9a-d40296a6b5e4,16,16,0.3125
0,0,4,28.101001699999998,byplayer,0,1,60,0,0,0,0,0,0,0.0,0,Wz_bgOdsc,account.531e6a1ffa8a4342adf726497db8d49c,0,0,5871.605,0,0.0,0,1116.307,0,1466.0752,2,11,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,19833085-0518-44f1-ad9a-d40296a6b5e4,16,16,0.3125
1,0,4,247.29223599999997,byplayer,0,4,58,0,0,0,0,0,0,0.0,0,Wz_Anq1an,account.02b1c9db43134309874eed26c601d58f,0,0,6732.2417,0,0.0,0,1144.903,0,927.3605,7,11,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,19833085-0518-44f1-ad9a-d40296a6b5e4,16,16,0.3125
0,0,3,93.92137,byplayer,0,0,61,0,0,0,0,0,0,0.0,0,Wz_iccll,account.3dab4ca1ed4e4be49ea795a0d0eaebf7,0,0,6034.089,0,0.0,0,992.373,0,967.5791630000001,5,11,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,19833085-0518-44f1-ad9a-d40296a6b5e4,16,16,0.3125
2,1,4,129.37999,byplayer,0,3,16,0,0,1,1,0,0,20.4588928,0,TMS_GainaiToT,account.a24046f03caa4e3caf54f418c2f242a8,0,1,3664.9873,0,23.911874800000003,0,1337.014,0,1415.5194099999999,5,2,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,1e9ebdb2-91ec-4af8-8fdd-beadc61879ad,16,16,0.875
2,2,4,506.124176,byplayer,1,3,10,0,0,1,2,0,0,95.078186,0,TMS_QingCheng,account.38d86b7628f24e4d98fa8e72fe5dc5ca,0,2,2962.8903800000003,0,0.0,0,1681.101,0,1191.52771,2,2,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,1e9ebdb2-91ec-4af8-8fdd-beadc61879ad,16,16,0.875
1,2,3,205.66888400000002,byplayer,0,1,11,0,0,1,2,0,0,327.726379,0,TMS_YuXuan,account.10e13de169f744428bffd31411dd645b,0,1,1741.6539300000002,0,0.0,0,1337.477,0,2430.4926800000003,4,2,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,1e9ebdb2-91ec-4af8-8fdd-beadc61879ad,16,16,0.875
7,2,8,761.9972,byplayer,2,11,4,0,0,1,3,0,0,154.58578500000002,0,TMS_MingZ1,account.315f46ddc8524ff2b90e54e40168272d,0,1,747.760559,0,29.828363399999997,0,1564.098,0,2499.67017,4,2,0,0,1681,43c15630-03db-4960-88a2-f9ed0ed8033c,match,1e9ebdb2-91ec-4af8-8fdd-beadc61879ad,16,16,0.875
1,0,0,100.0,byplayer,0,0,61,0,0,0,0,0,0,0.0,0,BAkkking,account.6769f83ffd5c40d39512d84ebd42003b,0,0,0.0,0,0.0,0,653.036,0,869.9227,5,10,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,e4e673f3-b145-4aa5-93a5-c0e1552990d7,16,16,0.375
2,0,3,306.77484100000004,byplayer,0,9,23,0,0,1,1,0,0,31.5332088,0,BAJoe,account.03b87c179640425d8d55af8525cdd0a8,0,0,0.0,0,0.0,0,1025.796,0,1542.01526,3,10,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,e4e673f3-b145-4aa5-93a5-c0e1552990d7,16,16,0.375
0,0,2,112.444221,byplayer,0,0,60,0,0,0,0,0,0,0.0,0,BADecember,account.78931500a6194de8aeba6e6759b99fdd,0,0,0.0,0,0.0,0,810.404,0,1154.62256,4,10,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,e4e673f3-b145-4aa5-93a5-c0e1552990d7,16,16,0.375
1,2,1,100.0,byplayer,0,9,59,0,0,0,0,0,0,0.0,0,BAPig,account.4967907516904cee8a89f974e38b373c,0,0,0.0,0,0.0,0,989.487,0,1650.28467,4,10,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,e4e673f3-b145-4aa5-93a5-c0e1552990d7,16,16,0.375
1,1,2,249.43826299999998,byplayer,0,8,14,0,0,1,2,0,0,193.511765,0,XDG_LingD,account.296145ae9dcc4970aff6c91fb1c002d8,0,0,0.0,0,0.0,0,1292.656,0,2835.3591300000003,6,7,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,0eb6fe9a-0794-4954-8c2a-d4f9f6f80585,16,16,0.5625
0,0,1,66.90393,byplayer,0,1,54,0,0,0,0,0,0,0.0,0,XDG_YeRen,account.6c875978d62b4504b3f075a04f3ddeb8,0,0,0.0,0,0.0,0,773.1160000000001,0,1740.1606399999998,5,7,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,0eb6fe9a-0794-4954-8c2a-d4f9f6f80585,16,16,0.5625
0,2,2,39.2538071,byplayer,0,1,53,0,0,0,0,0,0,0.0,0,XDG_TheSunKK,account.7e4118fcc38140fc8766b4659580728a,0,1,0.0,0,0.0,0,1020.965,0,2237.99658,6,7,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,0eb6fe9a-0794-4954-8c2a-d4f9f6f80585,16,16,0.5625
1,3,4,131.258621,byplayer,0,4,13,0,0,1,2,0,0,155.016418,0,XDG_Candyyyyyy,account.ba25ddab7efa4405bcdd72b01afd7e25,0,2,0.0,0,0.0,0,1292.661,0,3186.1994600000003,6,7,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,0eb6fe9a-0794-4954-8c2a-d4f9f6f80585,16,16,0.5625
2,0,1,240.194016,byplayer,0,0,30,0,0,1,1,0,0,36.2139931,0,YTG_GodXuanOVO,account.788dad7b7b064ec9a22b976703792020,0,0,359.2174,0,0.0,0,361.07300000000004,0,322.253357,4,16,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,e372d994-5db5-4483-b316-f27b131e543d,16,16,0.0
2,0,1,376.393341,byplayer,1,1,29,0,0,1,1,0,0,6.574961999999999,0,YTG_LibroOvO,account.cc58e07becff4ac193b8b148e83e9bb6,0,0,0.0,0,0.0,0,792.6510000000001,0,1406.035,4,16,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,e372d994-5db5-4483-b316-f27b131e543d,16,16,0.0
1,0,0,45.8200035,byplayer,0,0,76,0,0,0,0,0,0,0.0,0,YTG_cbQAQ,account.2c224fd2976641f8bee8fef6c226d0bf,0,0,457.171051,0,0.0,0,330.87300000000005,0,414.75473,4,16,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,e372d994-5db5-4483-b316-f27b131e543d,16,16,0.0
0,0,0,54.18,byplayer,0,0,75,0,0,0,0,0,0,0.0,0,YTG_J1aoyangQAQ,account.5af72f9431bd4c428756bf54c80b1090,0,0,375.5208,0,0.0,0,336.772,0,447.875,5,16,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,e372d994-5db5-4483-b316-f27b131e543d,16,16,0.0
2,0,2,525.13324,byplayer,0,6,4,0,0,1,3,0,0,398.2235,0,PRW_Return7777,account.f9dc6b6f31424d0983a812b2a62d1bcb,0,0,608.16156,0,0.0,0,1168.36,0,1539.65686,5,8,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,788826b5-3ecf-4af6-86b3-cec5d7453ed1,16,16,0.5
0,0,5,0.0,byplayer,0,2,55,0,0,0,0,0,0,0.0,0,PRW_YJW,account.c51e644ffb674a4b8c857278469f0d67,0,0,1810.3187300000002,0,25.2045841,0,1061.868,0,2238.5332,4,8,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,788826b5-3ecf-4af6-86b3-cec5d7453ed1,16,16,0.5
2,0,2,280.9547,byplayer,0,0,22,0,0,1,1,0,0,52.3902626,0,PRW_WA1J1,account.60ddc0da764c4a4f95be4211b2f53beb,0,0,1902.779,0,0.0,0,1083.44,0,1253.92676,5,8,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,788826b5-3ecf-4af6-86b3-cec5d7453ed1,16,16,0.5
1,0,0,217.7807,byplayer,1,0,15,0,0,1,2,0,0,169.3893,0,PRW_Chefufuu,account.95047219efed4973be723e0af30462f6,0,1,1047.2481699999998,0,0.0,0,1108.549,0,1583.7,6,8,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,788826b5-3ecf-4af6-86b3-cec5d7453ed1,16,16,0.5
1,0,3,173.221466,byplayer,0,1,21,0,0,1,1,0,0,181.5047,0,XQ_Yuren,account.d078060628244a5894d88028796649a0,0,1,0.0,0,0.0,0,1372.55,0,2207.692,6,4,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,9e16a2cb-da95-4449-81ab-014e3e291603,16,16,0.75
0,0,5,356.460266,byplayer,0,2,20,0,0,1,1,0,0,76.20688,0,XQ_XiamuZZ,account.39e7fd81498542bf862f46c431c70478,0,0,0.0,0,0.0,0,1630.273,0,2755.6543,6,4,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,9e16a2cb-da95-4449-81ab-014e3e291603,16,16,0.75
4,1,2,225.922,byplayer,0,1,2,0,0,2,4,0,0,110.604469,0,XQ_XiaoDu,account.ad5a18b10f7c404b9cd2355c58bfd7e6,0,1,0.0,0,0.0,0,1418.616,0,2555.58032,6,4,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,9e16a2cb-da95-4449-81ab-014e3e291603,16,16,0.75
4,1,4,605.4244,byplayer,0,2,3,0,0,1,3,0,0,247.98066699999998,0,XQ_CobraDD,account.e675e93c6a934fe0803f1569b2fe72b5,0,0,325.1642,0,0.0,0,1630.277,0,2368.2536600000003,6,4,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,9e16a2cb-da95-4449-81ab-014e3e291603,16,16,0.75
2,2,1,301.0543,byplayer,0,0,9,0,0,1,2,0,0,88.00341999999999,0,VTOP-zHAnBo,account.8f5e022322784be79a44d86b57beed12,0,0,843.40155,0,0.0,0,1678.295,0,2654.27271,5,2,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,51abde37-25ca-4bd9-a6b6-b1be6d47e5e7,16,16,0.875
3,0,2,318.4049,byplayer,1,1,1,0,0,1,4,0,0,329.85376,0,VTOP-world_,account.856d9c4a8c394284bfe037c6507e0edc,0,0,1119.84631,0,0.0,0,1679.6660000000002,0,3059.50562,4,2,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,51abde37-25ca-4bd9-a6b6-b1be6d47e5e7,16,16,0.875
0,2,1,76.09181,byplayer,0,0,45,0,0,0,0,0,0,0.0,0,VTOP-ALONEKK,account.99d2b22c3c624db7a636a155c2217598,0,0,0.0,0,0.0,0,1356.896,0,2474.4016100000003,3,2,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,51abde37-25ca-4bd9-a6b6-b1be6d47e5e7,16,16,0.875
0,0,0,0.0,byplayer,0,0,46,0,0,0,0,0,0,0.0,0,VTOP-Soldier,account.2705e0182f3642868df57ac2f596f8eb,0,0,0.0,0,0.0,0,79.109,0,2.86675358,0,2,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,51abde37-25ca-4bd9-a6b6-b1be6d47e5e7,16,16,0.875
0,2,3,169.381927,byplayer,0,0,50,0,0,0,0,0,0,0.0,0,Fire_Max,account.6fd90e1014cb461eb15cc0f714fc2168,0,0,2287.99976,0,0.0,0,1414.1670000000001,0,2500.34082,5,6,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,e101f434-849f-4168-b2b4-d75f89f350a1,16,16,0.625
1,1,1,122.377625,byplayer,0,0,52,0,0,0,0,0,0,0.0,0,Fire_MaNeo,account.be88208e6f8e438f9e47b59b18bb1b28,0,0,2088.2788100000002,0,0.0,0,1383.608,0,1791.8533899999998,3,6,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,e101f434-849f-4168-b2b4-d75f89f350a1,16,16,0.625
1,0,0,173.918991,suicide,0,0,12,0,0,2,2,0,0,147.647247,0,Fire_Sevenking,account.9095cf3653c544aa8edec0973c36e7f4,0,0,3157.685,0,0.0,1,1414.171,0,2179.82666,6,6,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,e101f434-849f-4168-b2b4-d75f89f350a1,16,16,0.625
0,0,2,109.26475500000001,byplayer,0,0,51,0,0,0,0,0,0,0.0,0,Fire_mEm0ry,account.685b096a6f1c4784928216817fbedcd3,0,0,3116.3340000000003,0,0.0,0,1385.6070000000002,0,1261.6969,4,6,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,e101f434-849f-4168-b2b4-d75f89f350a1,16,16,0.625
2,2,6,194.23071299999998,byplayer,1,13,17,0,0,1,1,0,0,204.70091200000002,0,LGE_Sanjiu-_-,account.5627e8f296df45a990f54f21fae7a029,0,0,876.409668,0,34.234485600000006,0,1674.264,0,1563.70044,5,3,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,b1f090ef-0b48-40f8-95a9-e8f9d71cf001,16,16,0.8125
1,1,4,163.008469,byplayer,0,0,10,0,0,1,2,0,0,175.930222,0,LGE_DieYi,account.dd9a72d7dc7a4e27b752a6025a834f88,0,1,1056.0263699999998,0,19.286188100000004,0,1674.253,0,1589.8137199999999,4,3,0,0,1679,e368860a-3df3-4b79-b261-ea16eac15f3d,match,b1f090ef-0b48-40f8-95a9-e8f9d71cf001,16,16,0.8125
